rec_id,t_id,term_id,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
11893,1534,F-12,क्षयजशिरोरोगः,kṣayajaśirorogaḥ,kShayajaSirorogaH,1522,0,shirōrōga due to kṣhaya,"the disorder is characterized by śiroḥ aBitāpa [buring sensation in head], atimātram ugrarujāḥ [excruating pain], rujāḥ saṁsvedana vivRuddhi [pain increase by sudation], rujāḥ Cardana vivRuddhi [pain increase by vomitting], rujāḥ dhUma vivRuddhi [pai increases by fomentation], rujāḥ nasya vivRuddhi [pai increases by nasal instillation of medicine], rujāḥ asRugvimokśha vivRuddhi [pain increases by blood letting]",,1
11894,1535,FA,कपाल-रोगः,kapāla-rogaḥ,kapAla-rogaH,1522,0,disorders of hair and scalp,,,1
11895,1536,FA-1,उपशीर्षकः,upaśīrṣakaḥ,upaSIrShakaH,1535,0,caput succedaneum,"the disorder is characterized by savarNa śoPa [swelling which is same colour of the skin], nIrujaḥ śoPaḥ [painless swelling]",As.U.27/22; Ah.U.23/21,1
11896,1537,FA-2,अकालपलितः/पलितः,akālapalitaḥ/palitaḥ,akAlapalitaH/palitaH,1535,0,premature graying of hair (due to pitta and other dōṣha),"the disorder is characterized by śiroruhāNām [of hairs], haripraBatvam [like that of monkey], keśa pacanam [greying of hairs]",Bp.Ma.23/2,1
11897,1538,FA-2.1,वातिक-पलितः,vātika-palitaḥ,vAtika-palitaH,1537,0,pariNāmashUla due to vāta,"the disorder is characterized by sPuTitaṁ [split], śyāvaṁ [bluish black colour], kharaṁ [rough], rUkśhaṁ [dry], jalapraBam [resembling water], jvalat praBaṁ [like that of flames]",Ma.Ni.26/17,1
11898,1539,FA-2.3,पित्तजपलितः,pittajapalitaḥ,pittajapalitaH,1537,0,pālitya due to pitta,"the disorder is characterized by sadāhaṁ [associated with burning sensation], pItāBaṁ [yellowish discoloration]",,1
11899,1540,FA-2.5,कफजपलितः,kaphajapalitaḥ,kaPajapalitaH,1537,0,pālitya due to kapha,"the disorder is characterized by snigdhaṁ [scalp is unctuous], vivRuddhimat [hairs are growing], sthUlaṁ [broad], suśuklaṁ [white]",Ah.U.23/30,1
11900,1541,FA-2.7,सान्निपातजपलितः,sānnipātajapalitaḥ,sAnnipAtajapalitaH,1537,0,pālitya due to three dōṣha,the disorder is characterized by miśralakśhaNaṁ [with mixed symptoms],,1
11901,1542,FA-2.9,शिरोरोगोत्थ-पलितः,śirorogottha-palitaḥ,Sirorogottha-palitaH,1537,0,pālitya due to shirōrōga,"the disorder is characterized by śirorujodBavaṁ [greying caused by headache], vivarNaṁ [discolouration], sparśanāsaham [tenderness/inability to tolerate touch]",,1
11902,1543,FA-3,खालित्यम्/खलति,khālityam/khalati,khAlityam/khalati,1535,0,baldness,"the disorder is characterized by pracyāvayati romāNi [(it makes) hairs to fall], ruNaddhi romakUpāṁstu tato~ऽnyeśhāmasamBavaḥ [obstructs hair roots, hence other hairs can't grow], kramāt śātanam [gradual hair fall]",Su.Ni.13/34; Ah.U. 31/26; Ma.Ni.55/28-29; Sha.Pu.7/152,1
11903,1544,FA-3.1,वातज-खालित्यम्/वातजखलति,vātaja-khālityam/vātajakhalati,vAtaja-khAlityam/vAtajakhalati,1543,0,khālitya due to vāta,the disorder is characterized by agnidagdhāBā [resembles as though burnt by fire],Ah.U.23/27,1
11904,1545,FA-3.2,पित्तज खलित्यम्,pittaja khalityam,pittaja khalityam,1543,0,khālitya due to pitta,"the disorder is characterized by svinna/sveda [unctuousness], sirāvRuta [manifestation of veins on skin]",Ah.U.23/27,1
11905,1546,FA-3.3,कफज खलित्यम्/कफज खलति,kaphaja khalityam/kaphaja khalati,kaPaja khalityam/kaPaja khalati,1543,0,khālitya due to kapha,"the disorder is characterized by ghana [thick], tvagvarNā [same colour as of the skin]",Ah.U.23/27,1
11906,1547,FA-3.4,सान्निपातज-खलित्यम्/असाध्य-खलित्यम्,sānnipātaja-khalityam/asādhya-khalityam,sAnnipAtaja-khalityam/asAdhya-khalityam,1543,0,khālitya due to three dōṣha,"the disorder is characterized by nakhapraBā [resembles nail], agnineva dagdhaḥ [burnt by fire], nirloma [hairless], dāhaḥ [burning sensation]",Ca.Ci.17/19; Su.U.50/8; Ah.U.14/5; Ah.U.23/28; Ma.Ni.12/5,1
11907,1548,FA-4,दारुणकः,dāruṇakaḥ,dAruNakaH,1535,0,pytiriasis capitis,"the disorder is characterized by keśaBUmi-kaNDUram [itching of scalp], keśacyuti [falling of hairs], keśasvāpa [loss of tactile sensation], keśaBUmi rukśham [dryness of scalp], keśaBUmi sPuTanam/susUkśhmaṁ tvacā sPuTanam [crack in the scalp], keśaBUmi dāruNam [hardening of scalp], keśaBUmi prapāTyate [cracked scalp skin], rukśha keśa [dry hairs]",Su.Ni.13/35; As.U.27/22; Ah.U.23/25; Ma.Ni.55/30,1
11908,1549,FA-5,अरूंषिका (कपाल),arūṃṣikā (kapāla),arUMShikA (kapAla),1535,0,eruptions on head having multiple openings/furunculosis,"the disorder is characterized by bahuvaktrāNi mUrdhani arUṁśhi [dry scaly lesions having multiple openings in the head], bahukledIni mUrdhani arUṁśhi [moist leisons in scalp], kapāle kledabahulāḥ piTikāḥ [moist eruption in scalp region], piTikā kaṁguniBāḥ [papules/eruptions resembling kaNgu], piTikā siddhārthakaniBāḥ [papules/eruptions resembling siddhārthaka]",Su.Ni.13/36; As.U.27/24; Ah.U.23/22; Ma.Ni.33/31,1
11909,1551,FA-6,कपालर्बुदः,kapālarbudaḥ,kapAlarbudaH,1535,0,scalp tumour,the disorder is characterized by arbuda [tumor],As.U.27/23; Ah.U.23/22,1
11910,1552,FA-7,कपालविद्रधिः,kapālavidradhiḥ,kapAlavidradhiH,1535,0,scalp abscess,the disorder is characterized by vidradhi [abscess],As.U.27/23; Ah.U.23/22,1
11911,1553,G,मुखरोगः,mukharogaḥ,mukharogaH,2,0,disorders of oral cavity,,,1
11912,1554,GA,ओष्ठरोगः,oṣṭharogaḥ,oShTharogaH,1553,0,disorders of lips,,,1
11913,1555,GA-1,वातज-ओष्ठप्रकोपः,vātaja-oṣṭhaprakopaḥ,vAtaja-oShThaprakopaH,1554,0,oṣhThakōpa due to vāta,"the disorder is characterized by mukha śośha [dryness of mouth], mukha kārkaśya [excess dryness of face], mukha raukśhya [dryness of face], cala rujā [shifting pain], kRuśhNa niśhpatanaṁ [black salivation], aruNa niśhpatanaṁ [slightly reddish salivation], śIta niśhpatanaṁ [cold salivation], prasaṁsana (ośhThaḥ) [loosening of lips], spandana (ośhThaḥ) [pulsating sensation], toda (ośhThaḥ) [pricking pain in lips], Beda (ośhThaḥ) [cracked lip], karkaśauśhThaḥ [rough lips], paruśhauśhThaḥ [hard lips], stabdhauśhThaḥ [rigid lips], kRUśhNauśhThaḥ [dark/blackish lips], tIvra rugānvitaḥ (ośhThaḥ) [lips with severe pain], dālanam (dālyete) [cracking of lips], paripāTanam (paripāTyate) [fissuring of lips], mahārujā [severe pain], asita ośhThaḥ [blackish lips]",Ca.Ci.26/119; Su.Ni.16/5; Ah.U.21/4; Ma.Ni.56/2; Sha.Pu.kha.7/128; Bp.Ma.65/6,1
11914,1556,GA-2,पित्तज-ओष्ठप्रकोपः,pittaja-oṣṭhaprakopaḥ,pittaja-oShThaprakopaH,1554,0,oṣhThakōpa due to pitta,"the disorder is characterized by tRuśhNā [thirst], jvaraḥ [fever], sPoTaka [blisters], dāha piDakā [nodule with burning sensation], pāka [inflammation/suppuration], dhUmāyana [smoky/fuming sensation], mUrcCā [syncope/attacks of swooning], vividha rujā [pain of various kind], avadIrNatā [cracked nature], śukla varNa varjyā [appearance of colours except white], aruNa varNa varjyā [appearance of colours except red], BRuśaṁ sarśhapa ākRuti piDakā/sarśhapa ākRuti piDakā [mustard like eruptions], nIla saṁsrāva [bluish discharge], pIta saṁsrāva [yellowish discharge], kaNDU (ośhThaḥ) [itching in lips], savarNa piDakā [skin colorted nodule], avedanā [painless], picCila (ośhThaḥ) [slimeness of lip], śItala (ośhThaḥ) [cold lips], guru (ośhThaḥ) [heaviness of lips], tIkśhNa (ośhThaḥ) [sharp lips], asaha (ośhThaḥ) [tender lips], pIta (ośhThaḥ) [yellowish lips], bahukleda (piDakā) [moist eruptions/vesicles], āśupāka (piDakā) [undergoes quick suppuration], sadāha piDakā [vesicle with burning], sapāka piDakā [vesicle with suppuration], pItāBā piDakā [eruptions appear yellow], sarujā piDakā [painful vesicle]",Ca.Ci.26/120; Su.Ni.16/6; Ah.U.21/5; Ma.Ni.56/3; Sha.Pu.kha.7/128; Bp.Ma.65/7,1
11915,1557,GA-3,कफज-ओष्ठप्रकोपः,kaphaja-oṣṭhaprakopaḥ,kaPaja-oShThaprakopaH,1554,0,oṣhThakōpa due to kapha,"the disorder is characterized by kaNDUḥ [itching], guru (ośhThaḥ) [heaviness of lips], sita (ośhThaḥ) [whitish lip], vijjala (ośhThaḥ) [moist], sneha (ośhThaḥ) [unctuous lip], aruci [tastelessness], jāDya (ośhThaḥ) [rigidity of lips], kaPapraseka [mucoid salivation], utkleśaḥ [nausea/provocation of  dOśha], manda analaḥ [less sharp digestive capacity], tandrā [confused state], manda rujā [mild pain], savarNa piDakā (ośhThaḥ) [lesion similar to colour of lips], avedanāyuta-piDakā (ośhThaḥ) [painless eruptions in lips], picCilauśhThaḥ [lips become slimy], śItalauśhThaḥ [lips become cold], ośhThagurutā [heaviness of lips], śItāsahaḥ (ośhThaḥ) [intolerant to cold], śUna (ośhThaḥ) [oedematous lips]",Ca.Ci.26/121; Su.Ni.16/7; Ah.U.21/5-6; Ma.Ni.56/4; Sha.Pu.kha.7/128; Bp.Ma.65/8,1
11916,1558,GA-4,सान्निपातज-ओष्ठप्रकोपः,sānnipātaja-oṣṭhaprakopaḥ,sAnnipAtaja-oShThaprakopaH,1554,0,oṣhThakōpa due to three dōṣha,"the disorder is characterized by sarvāNi rUpāNi [clinical features of all types of  dOśha], sakRutkRuśhNa (ośhThaḥ) [occasionally black lesions], sakRutpIta (ośhThaḥ) [occasionally yellow lesions], sakRutCveta (ośhThaḥ) [ocasionally whitish leison], anekapiDakā [mutiple nodules], anekāBā (piDakā) [nodules of various colors], durgandha srāva (piDakā) [foul smelling discharge], picCila (piDakā) [slimy nodule], akasmātamlāna (piDakā) [suddenly dried nodule], saṁśUna (ośhThaḥ) [oedematous lips], rujā (ośhThaḥ) [painful lip], viśhama pāki (piDakā) [nodule with invariable nature of ripening]",Ca.Ci.26/122; Su.Ni.16/8; Ah.U.21/6-7; Ma.Ni.56/5; Sha.Pu.kha.7/128; Bp.Ma.65/9,1
11917,1559,GA-5,रक्तज-ओष्ठप्रकोपः,raktaja-oṣṭhaprakopaḥ,raktaja-oShThaprakopaH,1554,0,oṣhThakōpa due to rakta,"the disorder is characterized by kharjuraPalavarNa piDakā/kharjurasadRuśaṁ [eruption resembling the colour of date palm fruit], arbudaṁ kśhINe rakte [tumor after the blood is shed], rudhiraṁ upasRuśhTaḥ [lips obscured with blood], śoNitapraBā sravataḥ [bleeding], nipIDita-piDakā [vesicles become painful], -srāvaḥ [secretion resembling blood]",Su.Ni.16/9; Ah.U.21/7-8; Ma.Ni.56/6; Sha.Pu.kha.7/128; Bp.Ma.65/10,1
11918,1560,GA-6,मांसज-ओष्ठप्रकोपः,māṃsaja-oṣṭhaprakopaḥ,mAMsaja-oShThaprakopaH,1554,0,oṣhThakōpa due to māMsa,"the disorder is characterized by ośhThagurutā [heaviness of lips], sthUlauśhThaḥ [thickening of lips], māṁsapiNDavadudgatauśhThaḥ/māṁsapiNDopamama [projection of lips like a fleshy lump], mukhād sRukkasyoBayato jantavaḥ mUrcCanti [maggots coming from both coeners of mouth], kramāt kRumi mUrcCana [gradual elimination of kRumi (worms)], jantu-nirgamanam (jantavaścātra mUrcCanti) [maggots appears from both angles of mouth]",Su.Ni.16/10; Ah.U.21/8; Ma.Ni.56/7; Sha.Pu.kha.7/129; Bp.Ma.65/11,1
11919,1561,GA-7,मेदोज-ओष्ठप्रकोपः,medoja-oṣṭhaprakopaḥ,medoja-oShThaprakopaH,1554,0,oṣhThakōpa due to mEdas,"the disorder is characterized by sarpirmaNDapratIkāśauśhThaḥ/ghRutamaNDāBā [lips resembling the supernatent layer of ghee], kaNDUyutauśhThaḥ/kaNDUmanta (OśhTha) [itching sensation in lips], sthira (OśhTha) [stable nature of lip leison], mRudu (OśhTha) [soft lips], BRuśaṁ acCa sPaTikasaṁkāśa srāvaḥ/acCa sPaTikasaṁkāśaṁ srāvaṁ [crystal clear discharge], guru (ośhTha) [heaviness of lips], tailāBa (OśhTha) [unctuous lip], śvayathu (OśhTha) [oedematous lips], kleda (OśhTha) [moistening /soddening of lips], na saṁrohanam vraNaḥ [non healing ulcer], na mRudutva vraNaḥ [non-softning of ulcer]",Su.Ni.16/11; Ah.U. 21/9; Ma.Ni.56/8; Sha.Pu.kha.7/129; Bp.Ma.65/12,1
11920,1562,GA-8,अभिघातज-ओष्ठप्रकोपः/क्षतज-ओष्ठप्रकोपः,abhighātaja-oṣṭhaprakopaḥ/kṣataja-oṣṭhaprakopaḥ,aBighAtaja-oShThaprakopaH/kShataja-oShThaprakopaH,1554,0,oṣhThakōpa due to trauma,"the disorder is characterized by kśhatajāBā [traumatic nature], ośhTha vidāraNam (vidIryete) [cracking of lips], ośhTha pāTanam (pāTyete ) [fissuring of lips], grathitauśhThaḥ [nodular swelling of lips], kaNDUsamanvitauśhThaḥ [lips associated itching], avadIryate (OśhTha) [cracked lip], daśanacCad (OśhTha) [lip (which covers teeth)]",Su.Ni.16/12; Ah.U.21/10; Ma.Ni.56/9; Sha.Pu.kha.7/129; Bp.Ma.65/13,1
11921,1563,GA-9,खण्डौष्ठः,khaṇḍauṣṭhaḥ,khaNDauShThaH,1554,0,cleft-lip,the disorder is characterized by dvidhā [harelip/cleft lip],Ah.U.21/3; Ma.Ni.56; Sha.Pu.kha.7/129,1
11922,1564,GA-10,जलार्बुदः,jalārbudaḥ,jalArbudaH,1554,0,lip tumour,the disorder is characterized by jalabudbudavat [resembles as water bubbles],As.U.25/12; Ah.U.21 /10,1
11923,1565,GB,दन्तमूलगतरोगः,dantamūlagatarogaḥ,dantamUlagatarogaH,1553,0,gum disorders,,,1
11924,1566,GB-1,शीतादः,śītādaḥ,SItAdaH,1565,0,spongy gums,"the disorder is characterized by dantaveśhTeByaḥ akasmāt raktasrāvaḥ/dantaveśhTeByaḥ akasmāt śoNitasrāvaḥ [sudeen bleeding from gums], vahantyasramahetukam [bleeding without any cause], durgandha dantamāṁsaḥ [bad odour of gums], kRuśhNa dantamāṁsaḥ [blackiness of gums], prakleda dantamāṁsaḥ/ klinna dantamāṁsaḥ [soddening of gums], mRudu dantamāṁsaḥ [softening of gums], dantamāṁsa śIryante [decaying of gums], dantamāṁsa pacanam (parasparam) [supporation of gums], asita dantamāṁsaḥ [blackish gums]",Su.Ni.16/14-15; Ah.U.21/20-21; Ma.Ni.56/10-11; Sha.Pu.7/132,1
11925,1567,GB-2,दन्तपुप्पुटः,dantapuppuṭaḥ,dantapuppuTaH,1565,0,periodontitis,"the disorder is characterized by dantayostriśhu vā mahān śvayathuḥ [large swelling around two or three teeth], dantayostriśhu vā mahān rujā [pain in two or three teeth], dantayostriśhu vā mahān badarāsthiniBo śoPaḥ [huge swelling in two or three teeth], dantayostriśhu vā mahān ghana śoPaḥ [large hard swelling around two or three teeth], tIvra ruk [severe pain], śIghra pacan [quick ripening]",Su.Ni.16/13; Ah.U.21/23-24; Ma.Ni.56/12; Sha.Pu.7/132,1
11926,1568,GB-3,दन्तवेष्टकः,dantaveṣṭakaḥ,dantaveShTakaH,1565,0,pyorrhoea,"the disorder is characterized by rudhira-srāvaḥ [bleeding/haemorrhage], pUyasrāvaḥ [pus discharge], cala dantaḥ [tooth moving in socket]",Su.Ni.16/17; Ma.Ni.56/13; Sha.Pu.7/132; Bp.Ma.65/27,1
11927,1569,GB-4,शौषिरः,śauṣiraḥ,SauShiraH,1565,0,"apical abscess, root abscess","the disorder is characterized by dantamUla śvayathuḥ [swelling of root of teeth], rujāvān [painful teeth], lālāsrāvaḥ [excessive salivation], kaNDUmāna [itching sensation]",Su.Ni.16/18; Ah.U.21/25-26; Ma.Ni.56/14; Sha.Pu.7/132; Bp.Ma.65/28,1
11928,1570,GB-5,महाशौषिरः,mahāśauṣiraḥ,mahASauShiraH,1565,0,palatal abscess,"the disorder is characterized by danta calanam [loosening of teeth], dantaveśhTāvadāraNam [fissuring of the gums], tālvavadāraNam [fissuring of the palate], mukha paripIDan [affecting the mouth], danta māṁsa pacan [affecting the gums], jvaraḥ [fever], pUya srutiḥ [pus discharge], rudhir srutiḥ [haemorrhage], viśIrNadvijabandhanaḥ [damaged socket of tooth]",Su.Ni.16/19-20; Ah.U.21/26-27; Ma.Ni.56/15; Sha.Pu.7/132; Bp.Ma.65/29,1
11929,1571,GB-6,परिदरः,paridaraḥ,paridaraH,1565,0,bleeding gums,"the disorder is characterized by dantamāṁsa śIryante [decaying of gums], asRuk-śhThIvanam [spitting of blood]",Su.Ni.16/21; Ma.Ni.56/16; Bp.Ma.65/30,1
