Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name_English,Name_English_Under_Index
655,662,EB-11.6,Cardinigrahaja-udAvartaH,chardinigrahaja-udāvartaḥ,छर्दिनिग्रहज-उदावर्तः,-,"the disorder is characterized by kuṣṭhaḥ [skin diseases], kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], aruciḥ [tastelessness], vyaṅgam [black pigmented patches], śōthaḥ [oedema], pāṇḍvāmayaḥ [clinical features of pāṇḍu], jvaraḥ [fever], kuṣṭhaḥ [skin diseases], vīsarpaḥ [spreading cellulitis/erysipelas], hr̥llāsaḥ [nausea]",-,udāvarta due to suppression of vomiting,-
656,663,EB-11.7,kShavathunigrahaja-udAvartaH,kṣavathunigrahaja-udāvartaḥ,क्षवथुनिग्रहज-उदावर्तः,-,"the disorder is characterized by gāḍhaśirōrōgaḥ [severe head disorders (sneezing)], gāḍhākṣirōgaḥ [severe eye disorders], gāḍhanāsārōgaḥ [severe nose disorders], gāḍhaśravaṇarōgaḥ [severe ear disorders], kaṇṭhapūrṇatvam [feeling of fullness in throat], āsyapūrṇatvam [feeling of fullness of mouth], kaṇṭhē atīvatōdaḥ [severe pricking pain in throat], āsyē atīvatōdaḥ [severe pain in mouth], kūjaḥ [inarticular speech], vāyōrapravr̥ttiḥ [cessation of passage of vāyu], mānyāstambhaḥ [torticollis/stiffness of neck], śiraḥśūlaḥ [headache], arditaḥ [facial paralysis], ardhāvabhēdakaḥ [hemicranial headache (migraine)], indriyadaurbalyam [impairement of sense organs]",-,udāvarta due to suppression of sneezing,-
657,664,EB-11.8,jRumBAnigrahaja-udAvartaH,jr̥mbhānigrahaja-udāvartaḥ,जृम्भानिग्रहज-उदावर्तः,-,"the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck], galastambhaḥ [stiffness of throat region], śirōvikāraḥ [disorders of the head], tīvra-śrōtravikāraḥ/tīvra-karṇarōgaḥ [severe diseases of the ear], tīvra-ānanavikāraḥ/tīvra-vadanāmayaḥ [severe diseases of the mouth], tīvra-ghrāṇavikāraḥ/tīvra-nāsā-mayaḥ [severe diseases of the nose], tīvra-vilōcanavikāraḥ/tīvra-akṣyāmayaḥ [severe diseases of the eye]",-,udāvarta due to suppression of yawning,-
658,665,EB-11.9,aSrunigrahaja-udAvartaH,aśrunigrahaja-udāvartaḥ,अश्रुनिग्रहज-उदावर्तः,-,"the disorder is characterized by śirōgurutvam [heavyness of head], tīvra-nayanāmayaḥ [severe diseases of the eye], pīnasaḥ [cold, catarrh]",-,udāvarta due to suppression of tears,-
659,666,EB-11.10,udgAranigrahaja-udAvartaH,udgāranigrahaja-udāvartaḥ,उद्गारनिग्रहज-उदावर्तः,-,"the disorder is characterized by pavanaprasūtā ghōrā vikārāḥ [severe diseases due to vāyu], kaṇṭhapūrṇatvam [feelin of fullness in throat], atīvatōdaḥ [severe pricking pain], āsyapūrṇatvam [feeling of fullness in mouth], kūjaḥ [gurgling intestinal sounds], vāyōrapravr̥ttiḥ [cessation of passage of vāyu]",-,udāvarta due to suppression of eructation,-
660,667,EB-11.11,kShunninirodhaja-udAvartaH,kṣunninirōdhaja-udāvartaḥ,क्षुन्निनिरोधज-उदावर्तः,-,"the disorder is characterized by tandrā [drowsiness/lassitude], aṅgamardaḥ [generalised bodyache], aruciḥ [tastelessness], vibhramaḥ [dizziness/confusion], dr̥ṣṭi-kr̥śatā [diminished vision], śramaḥ [exhaustion/fatigue]",-,udāvarta due to suppression of hunger,-
661,668,EB-11.12,tRuShNAnirodhaja-udAvartaH,tr̥ṣṇānirōdhaja-udāvartaḥ,तृष्णानिरोधज-उदावर्तः,-,"the disorder is characterized by kaṇṭha-śōṣaḥ [dryness in the throat], āsyaśōṣaḥ [dryness in mouth], śravaṇāvarōdhaḥ [difficilty in hearing], hr̥dayē vyathā [pain/distress in the pericordium]",-,udāvarta due to suppression of thirst,-
662,669,EB-11.13,SvAsanirodhaja-udAvartaH/SramaSvAsavegarodha-janyodAvartaH,śvāsanirōdhaja-udāvartaḥ/śramaśvāsavēgarōdha-janyōdāvartaḥ,श्वासनिरोधज-उदावर्तः/श्रमश्वासवेगरोध-जन्योदावर्तः,-,"the disorder is characterized by hr̥drōgaḥ [diseases of heart], mōhaḥ [confusion/delirium], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump]",-,udāvarta due to suppression of respiration,-
663,670,EB-11.14,nidrArodhaja-udAvartaH,nidrārōdhaja-udāvartaḥ,निद्रारोधज-उदावर्तः,-,"the disorder is characterized by jr̥mbhā [yawning], aṅgamardaḥ [generalised bodyache], aṅgajāḍyam [rigidity/stiffness of the body], akṣyatijāḍyam [excessive heaviness of the eyes], śirōऽtijāḍyam [excessive heaviness of the head], tandrā [drowsiness/lassitude]",-,udāvarta due to suppression of sleep,-
664,671,EB-11.15,kAsAvarodhaja-udAvartaH,kāsāvarōdhaja-udāvartaḥ,कासावरोधज-उदावर्तः,-,-,-,udāvarta due to suppression of cough,-
665,672,EB-11.16,SramaSvAsavegarodhaja-udAvartaH,śramaśvāsavēgarōdhaja-udāvartaḥ,श्रमश्वासवेगरोधज-उदावर्तः,-,the disorder is characterized by hr̥drōga [diseases of heart],-,udāvarta due to suppression of breathlessness due to exertion,-
666,673,EB-11.17,rUkShAdiBojana-nimittodAvartaH,rūkṣādibhōjana-nimittōdāvartaḥ,रूक्षादिभोजन-निमित्तोदावर्तः,-,"the disorder is characterized by hr̥cchūlaḥ [pain in the precordium/cardiac region], bastiśūlaḥ [pain in basti/urinary bladder], hr̥llāsaḥ [nausea], aratiḥ [distress/dicontent/restlessness], kr̥chrēṇa vātapravr̥ttiḥ [difficulty in passing flatus], kr̥chrēṇa mūtrapravr̥ttiḥ [difficulty in micturition], kr̥chrēṇa purīṣapravr̥ttiḥ [difficulty in defecation], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pratiśyāyaḥ [cold, catarrh], dāhaḥ [burning sensation], mōhaḥ [confusion/delirium], tr̥ṣā [thirst], jvaraḥ [fever], vamiḥ [vomiting], hikkā [hiccup], śirōrōgaḥ [diseases of the head], manōvibhramaḥ [confusion of mind], śravaṇavibhramaḥ [disturbance of hearing], purīṣaṁ cātivartayēt [increased frequency of stools/defecation]",-,udāvarta due to dry food,-
667,674,EB-11.18,asAdhya-udAvartaH,asādhya-udāvartaḥ,असाध्य-उदावर्तः,-,"the disorder is characterized by tr̥ṣṇā [thirst], arditaḥ [facial paralysis], pariklēśaḥ [fatigue], kṣīṇaḥ [weakness], śūlaḥ [colicky pain in the abdomen], śakr̥d vamanam [vomiting of faecal matter]",-,irremediable udāvarta,-
668,675,EB-11.19,udAvarta-upadravaH,udāvarta-upadravaḥ,उदावर्त-उपद्रवः,-,-,-,complications of udāvarta,-
669,676,EB-12,parikartikA,(a) parikartikā,परिकर्तिका,-,"It is characterised by cutting type of pain with burning sensation in anal region, streak like blood mixed stools, may be associated with pain radiating to umbilicus, genitals, bladder. This may be explained by: (a) Injury, deranged digestive and metabolic factors leading to vitiation of skin, blood, muscle, fat tissue.",-,Anal fissure disorder (TM2),-
670,677,EB-13,antardAhaH,,अन्तर्दाहः,-,-,-,burning stomach pain,-
671,678,EB-14,purIShavaha-srotoduShTi,(a) purīṣavahasrotoduṣṭiḥ,पुरीषवह-स्रोतोदुष्टि,-,"It is characterized by difficulty in defecation, scanty defecation, defecation with sound, painful defecation, defecating watery stools, defecating scybalous, hard stools, defecating large volume stools. This may be explained by derangement of channels (functional or anatomical or both) of feces.",-,Derangement of channels of faeces pattern (TM2),-
672,679,EC,rasavahasrotovikAraH,,रसवहस्रोतोविकारः,-,-,-,disorders of rasavaha srōtas,-
673,680,EC-1,rasavahasrotoduShTiH,,रसवहस्रोतोदुष्टिः,-,-,-,derangement of channels-rasavaha srōtas,-
674,681,EC-2,hRudrogaH,(a) hṛdrogaḥ,हृद्रोगः,-,"It is characterised by chest pain, discomfort, palpitation, fatigue, dyspnoea, swelling and coldness of lower limbs. This may be explained by: (a) Vitiated dosha affected primary product of digested food further affecting the heart.",-,Heart pain disorder (TM2),-
675,682,EC-2.1,vAtajahRudrogaH,vātajahr̥drōgaḥ,वातजहृद्रोगः,-,"the disorder is characterized by uttamarujā/atyarthaṁ śūlaḥ [severe pain], vēpathuḥ [shivering/tremors], vēṣṭanam [feeling as if wrapped/cramps], stambhaḥ [rigidity/stiffness], pramōhaḥ/mōhaḥ [fainting/severe confusion], śūnyatā/hr̥dayaśūnyatā [feeling of hollowness], daraḥ [fear], jīrṇē atyarthavēdnā [severe pain], āyamyatē [feeling of stretching], tudyatē hr̥dayam [pricking pain in the heart], nirmathyatē hr̥dayam [churning pain in the heart], dīryatē hr̥dayam [tearing pain in the heart], sphōṭyatē hr̥dayam/sphuṭatīva hr̥dayam [bursting pain in the heart], pāṭyatē hr̥dayam [splitting pain in the heart], bhidyatē hr̥dayam [breaking type of pain in the heart], śuṣyati hr̥dayam [depletion/drying up in the heart], stabdhahr̥dayam [feeling as if heart is stiff, rigid], dravaḥ [palpitation], akasmāt dīnatā [sudden distress/fear], śōkāsahiṣṇutā [intolerance to grief], bhayāsahiṣṇutā [intolerance to fear], śabdāsahiṣṇutā [intolerance to sound], śvāsarōdhaḥ [obstruction to breathing], alpanidratā [sleeplessness]",-,hr̥drōga due to vāta,-
676,683,EC-2.2,pittajahRudrogaH,pittajahr̥drōgaḥ,पित्तजहृद्रोगः,-,"the disorder is characterized by hr̥ddāhaḥ [burning sensation in the precordial/cardiac region], tiktatā vaktrē [bitter taste in mouth], ti094ḍ;ktōdgiraṇam [bitter erructation], amlōdgiraṇam [sour belching/eructation], klamaḥ [exhaustion without exertion], tr̥ṣṇā [thirst], mūrchā [syncope/attacks of swooning], bhramaḥ [giddiness or dizziness], svēdaḥ [perspiration], ūṣā [burning sensation with sweating and restlessness], dāhaḥ [burning sensation], cōṣaḥ [sucking type of pain], hr̥dayaklamaḥ [fatigue in the heart], dhūmāyanam/dhūmakaḥ [smoky eructation], mūrcchā [syncope/attacks of swooning], mukha-śōṣaḥ [dryness of mouth], amlacchardanam [sour vomitus], pittacchardanam [vomiting of pitta], pītatā [yellowish discolouration], jvaraḥ [fever]",-,hr̥drōga due to pitta,-
677,684,EC-2.3,kaPajahRudrogaH,kaphajahr̥drōgaḥ,कफजहृद्रोगः,-,"the disorder is characterized by suptahr̥dayam [feeling as if heart is numb], stimitahr̥dayam [feeling as if heart is wrapped with wet cloth], bhārikaṁ hr̥dayam [feeling of heaviness in heart], tandrā [drowsiness/lassitude], aruciḥ [tastelessness], hr̥dayam aśmāvr̥taṁ yathā/aśmagarbhavat hr̥dayam [feel heart as stony hard], gauravam [heaviness], kaphasaṁsrāvaḥ [secretion of mucus], aruciḥ [tastelessness], stambhaḥ [rigidity/stiffness], agnimārdavam [diminution of agni (digestive power)], āsyamādhuryam [sweetness in mouth], balāsāvatatē hr̥di [lassitude], stabdhahr̥dayam [feeling as if heart is stiff, rigid], kāsaḥ [cough], agnisādaḥ [diminution of agni (digestive power)], niṣṭhīvanam [spitting], nidrā [sleep], ālasyam [lethargy], jvaraḥ [fever]",-,hr̥drōga due to kapha,-
678,685,EC-2.4,sAnnipAtajahRudrogaH,sānnipātajahr̥drōgaḥ,सान्निपातजहृद्रोगः,-,"the disorder is characterized by saṁsargalakṣaṇam [clinical features of two doshas], sarvaliṁgam [clinical features of all types of dōṣa]",-,hr̥drōga due to three dōṣa,-
679,686,EC-2.5,kRumijahRudrogaH,kr̥mijahr̥drōgaḥ,कृमिजहृद्रोगः,-,"the disorder is characterized by granthiḥ [glandular swellings], marmadēśē saṁklēdaḥ [increased klēda (moisture or suitable envoirnment for kr̥mi) in heart], kr̥miḥ [worms], hr̥dayaṁ sūcībhiḥ tudyamānam iva manyatē [feels as if heart is pierced by needles], hr̥dayaṁ śastraiḥ chidyamānamiva manyatē [feels as if heart is cut by knife], kaṇḍūḥ [itching], mahārujā [severe pain], sudāruṇaḥ [sever form], utklēśaḥ [nausea/provocation of dōṣa], ṣṭhīvanam [spitting/excess expectoration], tōdaḥ/tīvratōdaḥ [pricking pain], śūlaḥ [colicky pain in the abdomen], hr̥llāsaḥ [nausea], tamaḥ [blackouts], aruciḥ [tastelessness], śyāvanētratvam [dark brown dis colouration of the eyes], śōṣaḥ [dryness/wasting/emaciation], śyāvanētratā [dark brown dis colouration of the eyes], tamaḥ pravēśaḥ [feels as entering into darkness], kaphasrutiḥ [salivation of kapha], hr̥dayaṁ pratataṁ krakacēnaiva dāryatē [heart is cutting by saw constantly], tīvrartiḥ [severe distress], utklēdaḥ [nausea/provocation of dōṣa], śōthaḥ [swelling/oedema]",-,hr̥drōga due to infestation,-
680,687,EC-2.6,hRut-SUlaH,hr̥t-śūlaḥ,हृत्-शूलः,-,"the disorder is characterized by śūlaḥ [sharp pain], ucchvāsarōdhaḥ [restricted expiration]",-,cardialgia,-
681,688,EC-2.7,hRudroga-upadravaH,hr̥drōga-upadravaḥ,हृद्रोग-उपद्रवः,-,"the disorder is characterized by bhramaḥ [giddiness or dizziness], klamaḥ [exhaustion without exertion], sāda [exhaustion or tirednes of body], śōṣaḥ [dryness/wasting/emaciation], śōthaḥ [oedema]",-,complications of hr̥drōga,-
682,689,EC-3,jvaraH,(a) jvara,ज्वरः,-,It is characterised by increased body temperature leading to disturbance in normal functions of the body. This may be explained by: (a) Any of the three dosha affecting the primary product of digested food.,-,Fever disorder (TM2),-
683,690,EC-3.1,jvara-pUrvarupam,,ज्वर-पूर्वरुपम्,-,-,-,prodromes of jvara,-
684,691,EC-3.2,vAtikajvaraH,(a) vātikajvaraḥ,वातिकज्वरः,-,"It is characterised by body pain, blackish discoloration of body, irregular fever, constipation. This may be explained by: (a) Increased vata affecting the primary product of digested food and leading to weakness of digestive and metabolic factors.",-,Fever with body pain disorder (TM2),-
685,692,EC-3.2.1,vAtikajvara-pUrvarUpam,,वातिकज्वर-पूर्वरूपम्,-,-,-,prodromes of jvara due to vāta,-
686,693,EC-3.3,paittikajvaraH,(a) paittikajvaraḥ,पैत्तिकज्वरः,-,"It is characterised by high fever, dizziness, yellowish, reddish discoloration of various body parts, excessive thirst, bitter taste in mouth. This may be explained by: (a) Increased pitta affecting the primary product of digested food and leading to weakness of digestive and metabolic factors.",-,High fever disorder with yellow discouloration (TM2),-
687,694,EC-3.3.1,paittikajvaraH-pUrvarUpam,paittikajvaraḥ-pūrvarūpam,पैत्तिकज्वरः-पूर्वरूपम्,-,the disorder is characterized by nayanayōrdāhaḥ [burning sensation in eyes],-,prodromes of jvara due to pitta,-
688,695,EC-3.4,kaPajajvaraH,(a) kaphajajvaraḥ,कफजज्वरः,-,"It is characterised by persistent low grade fever associated with indigestion, heaviness, decreased thirst, excessive salivation, weakness, expectoration. This may be explained by: (a) increased kapa dosha affecting the primary product of digested food and leading to weakness of digestive and metabolic factors.",-,Fever disorder with excessive salivation (TM2),-
689,696,EC-3.4.1,kaPajajvara-pUrvarUpam,,कफजज्वर-पूर्वरूपम्,-,-,-,prodromaes of jvara due to kapha,-
690,697,EC-3.5,kaPavAtajajvaraH,(a) kaphavātajajvaraḥ,कफवातजज्वरः,-,-,-,Fever disorder due to Kapha and Vata (TM2) ⇒,-
691,698,EC-3.6,vAtapittajajvaraH,(a) vātapittajajvaraḥ,वातपित्तजज्वरः,-,-,-,Fever disorder due to Vāta and Pitta (TM2) ⇒,-
